,Unnamed: 0,Report Number,Accident Year,Accident Date/Time,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Accident City,Accident County,Accident State,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
1370,1370,20130336,2013,09-12-13 21:45,"HOLLY ENERGY PARTNERS - OPERATING, L.P.","6"" EL PASO WEST",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PINON,OTERO,NM,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,2491.0,,0.0,2491.0,NO,NO,YES,500000.0,90596.0,0.0,0.0,0.0,0.0,590596
2629,2629,20160280,2016,08-08-16 6:12,WEST TEXAS GULF PIPELINE CO,COLORADO CITY STATION-TANK 15,ONSHORE,TANK,CRUDE OIL,,HERMLEIGH,SCURRY,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,700.0,,500.0,200.0,NO,NO,NO,0.0,7650.0,0.0,50000.0,200000.0,0.0,257650
268,268,20100250,2010,11-01-10 9:40,MARATHON PIPE LINE LLC,"CREAL SPRINGS-MARTINSVILLE 26""-10"" PRODUCTS",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",CREAL SPRINGS,WILLIAMSON,IL,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.83,0.0,0.83,0.0,NO,NO,NO,1500.0,90.0,0.0,400.0,0.0,0.0,1990
1813,1813,20140368,2014,9/26/2014 7:15 AM,"WHITE CLIFFS PIPELINE, LLC",WHITE CLIFFS,ONSHORE,ABOVEGROUND,CRUDE OIL,,HUDSON,WELD,CO,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,20.0,,20.0,0.0,NO,NO,YES,5000.0,1000.0,0.0,0.0,4000.0,0.0,10000
2432,2432,20160211,2016,02-11-16 19:55,"FRONTIER ENERGY SERVICES, L.L.C.",HOLLY STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,EDDY,NM,INCORRECT OPERATION,INCORRECT VALVE POSITION,100.0,,40.0,60.0,NO,NO,NO,0.0,3000.0,0.0,105000.0,80000.0,0.0,188000
344,344,20110020,2010,12/28/2010 9:00 AM,"OILTANKING, HOUSTON LP",OILTANKING HOUSTON #1 P/L,ONSHORE,UNDERGROUND,CRUDE OIL,,HOUSTON,HARRIS,TX,CORROSION,EXTERNAL,0.48,0.0,0.0,0.48,NO,NO,NO,11000.0,50.0,0.0,1000.0,5000.0,500.0,17550
1974,1974,20150087,2015,02-12-15 11:28,ROSE ROCK MIDSTREAM L.P.,HANSTON TO HUDSON TRUNK,ONSHORE,UNDERGROUND,CRUDE OIL,,,LARNED,KS,CORROSION,INTERNAL,3.0,,1.0,2.0,NO,NO,YES,7470.0,150.0,0.0,1000.0,30088.0,0.0,38708
2230,2230,20150333,2015,8/28/2015 3:05 PM,ROSE ROCK MIDSTREAM L.P.,GMPL CUSHING,ONSHORE,UNDERGROUND,CRUDE OIL,,,LINCOLN,OK,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,20.0,,20.0,0.0,NO,NO,YES,0.0,0.0,0.0,1500.0,0.0,0.0,1500
2358,2358,20160001,2015,11/30/2015 11:20 AM,"BKEP PIPELINE, LLC",BROOKS TANK LINE,ONSHORE,UNDERGROUND,CRUDE OIL,,,SEMINOLE,OK,CORROSION,INTERNAL,225.0,,211.0,14.0,NO,NO,NO,2500.0,200.0,7000.0,7500.0,28000.0,0.0,45200
368,368,20110055,2011,1/18/2011 9:30 AM,"DENBURY ONSHORE, LLC",NEJD,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),,BROOKHAVEN,LINCOLN,MS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1.0,0.0,0.0,1.0,NO,NO,NO,0.0,2.0,0.0,0.0,0.0,0.0,2
1268,1268,20130224,2013,06-06-13 9:15,ENTERPRISE CRUDE PIPELINE LLC,LYSSY STATION,ONSHORE,TANK,CRUDE OIL,,"FALLS CITY, TEXAS",WILSON,TX,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.71,,0.71,0.0,NO,NO,NO,0.0,70.0,0.0,0.0,3000.0,0.0,3070
727,727,20120061,2012,02-06-12 21:55,ENTERPRISE CRUDE PIPELINE LLC,CUSHING WEST,ONSHORE,TANK,CRUDE OIL,,CUSHING,PAYNE,OK,INCORRECT OPERATION,INCORRECT INSTALLATION,32.0,,30.0,2.0,NO,NO,NO,0.0,200.0,0.0,0.0,17096.0,0.0,17296
2193,2193,20150309,2015,7/31/2015 12:50 AM,"BUCKEYE PARTNERS, LP",LINDEN STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",LINDEN,UNION,NJ,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,4.76,,4.76,0.0,NO,NO,NO,50000.0,0.0,0.0,10000.0,5000.0,0.0,65000
315,315,20110068,2010,12-05-10 6:40,"PLAINS PIPELINE, L.P.",CHINA GROVE TANK FACILITY,ONSHORE,UNDERGROUND,CRUDE OIL,,HERMLEIGH,SCURRY,TX,CORROSION,INTERNAL,6.0,,6.0,0.0,NO,NO,YES,7500.0,500.0,0.0,3500.0,10000.0,0.0,21500
87,87,20100028,2010,04-07-10 1:46,CHEVRON PRODUCTS COMPANY,,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",LOUISVILLE,JEFFERSON,KY,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.0,0.0,4.0,0.0,YES,NO,YES,45000.0,504.0,0.0,35000.0,20000.0,0.0,100504
1196,1196,20130161,2013,04-07-13 20:15,"BUCKEYE PARTNERS, LP",AA,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,,CT,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.95,,0.95,0.0,NO,NO,NO,0.0,0.0,0.0,500.0,0.0,0.0,500
2070,2070,20150183,2015,4/25/2015 9:45 AM,PHILLIPS 66 PIPELINE LLC,WICHITA NORTH TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),WICHITA,SEDGWICK,KS,CORROSION,EXTERNAL,0.71,,0.71,0.0,NO,NO,YES,500.0,75.0,0.0,1500.0,3000.0,0.0,5075
1993,1993,20150095,2015,03-01-15 18:00,SUNOCO PIPELINE L.P.,TWIN OAKS PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",ASTON,DELAWARE,PA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.12,,0.12,0.0,NO,NO,YES,500.0,15.0,0.0,3000.0,0.0,0.0,3515
861,861,20120204,2012,06-06-12 14:45,"PLAINS PIPELINE, L.P.",HENDRINK TANK FARM,ONSHORE,UNDERGROUND,CRUDE OIL,,WINK,WINKLER,TX,INCORRECT OPERATION,OTHER INCORRECT OPERATION,15.0,,15.0,0.0,NO,NO,YES,4000.0,950.0,0.0,2500.0,0.0,0.0,7450
1762,1762,20140323,2014,8/17/2014 5:00 PM,LOOP LLC,,OFFSHORE,,CRUDE OIL,,BAY MARCHAND,LAFOURCHE,LA,ALL OTHER CAUSES,UNKNOWN,0.1,,0.0,0.1,NO,NO,YES,767843.0,1.0,0.0,0.0,0.0,0.0,767844
1080,1080,20130053,2013,1/17/2013 9:15 AM,"MAGELLAN PIPELINE COMPANY, LP",EAST HOUSTON FACILITY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),HOUSTON,HARRIS,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.7,0.0,0.7,0.0,NO,NO,NO,400.0,0.0,0.0,380.0,0.0,0.0,780
2150,2150,20150265,2015,6/25/2015 3:00 PM,"ONEOK NGL PIPELINE, LLC",ONEOK CAPITOL PUMP STATION (SITE #555),ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,CARTER,MT,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,6.0,3.4,0.0,6.0,NO,NO,NO,0.0,140.0,0.0,100.0,0.0,0.0,240
2546,2546,20160195,2016,5/24/2016 1:45 PM,TESORO HIGH PLAINS PIPELINE COMPANY LLC,TESORO HIGH PLAINS PIPELINE,ONSHORE,TANK,CRUDE OIL,,,RICHLAND COUNTY,MT,ALL OTHER CAUSES,UNKNOWN,0.0,,0.0,0.0,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0
1193,1193,20130162,2013,04-06-13 14:20,"CCPS TRANSPORTATION, LLC",GUNN STATION DRAIN PIPING,ONSHORE,UNDERGROUND,CRUDE OIL,,HARRISONVILLE,CASS,MO,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.24,,0.17,0.07,NO,NO,NO,1000.0,100.0,0.0,124000.0,75000.0,0.0,200100
791,791,20120134,2012,04-03-12 7:40,KINDER MORGAN CO2 CO. LP,CORTEZ PIPELINE,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),,DENVER CITY,YOAKUM,TX,INCORRECT OPERATION,INCORRECT EQUIPMENT,3.88,0.0,0.0,3.88,NO,NO,NO,2911.0,0.0,0.0,0.0,0.0,0.0,2911
1929,1929,20150046,2015,1/14/2015 4:20 PM,SUNOCO PIPELINE L.P.,WPOR,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),BEAUMONT,JEFFERSON,TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,30.0,11709.0,0.0,30.0,NO,NO,YES,597569.0,1431.0,0.0,71000.0,0.0,0.0,670000
604,604,20110378,2011,9/20/2011 2:47 PM,CHEVRON MIDSTREAM PIPELINES LLC,EM01,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,BARATARIA,ST. CHARLES,LA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.43,0.0,0.0,3.43,NO,NO,YES,62500.0,42.0,0.0,5000.0,0.0,0.0,67542
1491,1491,20140049,2014,1/17/2014 9:30 AM,"KINDER MORGAN LIQUID TERMINALS, LLC",KMLT PERTH AMBOY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),PERTH AMBOY,MIDDLESEX,NJ,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.12,,0.12,0.0,NO,NO,NO,1500.0,60.0,0.0,0.0,0.0,0.0,1560
1369,1369,20130357,2013,09-12-13 7:20,"PLAINS PIPELINE, L.P.",EPTC STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,COMPTON,LOS ANGELES,CA,CORROSION,INTERNAL,0.6,,0.6,0.0,NO,NO,YES,0.0,60.0,0.0,38000.0,0.0,0.0,38060
79,79,20100059,2010,3/29/2010 6:45 PM,"BUCKEYE PARTNERS, LP",,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),BOURBONNAIS,KANKAKEE,IL,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,40.0,,40.0,0.0,NO,NO,YES,6900.0,1140.0,0.0,22550.0,84700.0,0.0,115290
1056,1056,20130022,2012,12/27/2012 2:57 AM,"HOLLY ENERGY PARTNERS - OPERATING, L.P.","10"" EMPIRE PUMP STATION",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,LOVINGTON,LEA,NM,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,150.0,,130.0,20.0,NO,NO,YES,5340.0,12082.0,0.0,500.0,4660.0,0.0,22582
129,129,20100093,2010,5/20/2010 5:30 PM,MARATHON PIPE LINE LLC,"CANTON - EAST SPARTA #1-6""",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",EAST SPARTA,STARK,OH,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",10.0,0.0,10.0,0.0,NO,NO,NO,233000.0,800.0,0.0,99257.0,720000.0,0.0,1053057
1416,1416,20130388,2013,11-05-13 23:42,"PLAINS PIPELINE, L.P.",,ONSHORE,ABOVEGROUND,CRUDE OIL,,GREENVILLE,HUNT,TX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,10.0,,10.0,0.0,NO,NO,YES,750.0,1000.0,284000.0,324728.0,54047.0,100000.0,764525
619,619,20110407,2011,10-06-11 12:00,MOTIVA ENTERPRISE LLC,MOTIVA ENTERPRISES LLC,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,PORT ARTHUR ,JEFFERSON,TX,ALL OTHER CAUSES,UNKNOWN,0.16,0.0,0.16,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0
659,659,20110444,2011,11/21/2011 10:15 AM,BP USFO/LOGISTICS,CARTERET TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),CARTERET,MIDDLESEX,NJ,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.19,0.0,1.19,0.0,NO,NO,NO,1800.0,200.0,0.0,4500.0,7800.0,0.0,14300
40,40,20100001,2010,2/16/2010 7:42 AM,"MAGELLAN PIPELINE COMPANY, LP",WAYNE JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",WAYNE,DUPAGE,IL,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.12,0.0,0.12,0.0,NO,NO,NO,25900.0,15.0,0.0,1500.0,1900.0,1200.0,30515
2046,2046,20150150,2015,04-06-15 18:00,ENTERPRISE CRUDE PIPELINE LLC,ENTERPRISE HOUSTON SHIP CHANNEL,ONSHORE,ABOVEGROUND,CRUDE OIL,,HOUSTON,HARRIS,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.0,,3.0,0.0,NO,NO,NO,900.0,150.0,0.0,0.0,0.0,0.0,1050
990,990,20120335,2012,10/29/2012 2:15 AM,"KINDER MORGAN LIQUID TERMINALS, LLC",,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),PASADENA,HARRIS,TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.12,0.0,0.12,0.0,NO,NO,YES,3462.0,1.0,0.0,0.0,0.0,0.0,3463
2628,2628,20160278,2016,08-06-16 13:00,ENTERPRISE CRUDE PIPELINE LLC,C87,ONSHORE,UNDERGROUND,CRUDE OIL,,CRANE,CRANE,TX,ALL OTHER CAUSES,MISCELLANEOUS,1.0,,1.0,0.0,NO,NO,YES,36850.0,45.0,0.0,0.0,0.0,0.0,36895
1521,1521,20140094,2014,02-12-14 10:15,"PLAINS PIPELINE, L.P.",QUITMAN STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,WOOD,TX,CORROSION,INTERNAL,5.0,,5.0,0.0,NO,NO,NO,10000.0,200.0,0.0,20000.0,0.0,0.0,30200
2027,2027,20150139,2015,3/18/2015 10:00 PM,MARATHON PIPE LINE LLC,PEETSVILLE STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,WESSON,COPIAH,MS,CORROSION,INTERNAL,80.0,,52.0,28.0,NO,NO,YES,120000.0,4200.0,0.0,830000.0,1000000.0,0.0,1954200
440,440,20110119,2011,3/23/2011 10:00 PM,COLONIAL PIPELINE CO,CHARLOTTE DELIVERY FACILITY,ONSHORE,TRANSITION AREA,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",CHARLOTTE,MECKLENBURG,NC,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.29,0.0,0.29,0.0,NO,NO,NO,1200.0,37.0,0.0,0.0,0.0,0.0,1237
1106,1106,20130060,2013,1/31/2013 7:15 AM,"MAGELLAN AMMONIA PIPELINE, L.P.",LUVERNE PUMP STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,LUVERNE,HUMBOLDT,IA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.45,0.65,0.0,0.45,NO,NO,YES,3000.0,600.0,0.0,500.0,3000.0,0.0,7100
184,184,20100169,2010,7/14/2010 12:30 PM,ONEOK NGL PIPELINE LP,NEWCASTLE VALVE SITE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,MCCLAIN,OK,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.5,0.1,0.0,1.5,NO,NO,NO,0.0,49.0,0.0,0.0,0.0,0.0,49
2659,2659,20160307,2016,8/25/2016 10:48 AM,"MAGELLAN PIPELINE COMPANY, LP",EAST HOUSTON TERMINAL,ONSHORE,TANK,CRUDE OIL,,HOUSTON,HARRIS,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.47,,0.47,0.0,NO,NO,NO,2500.0,21.0,0.0,14000.0,0.0,0.0,16521
450,450,20110121,2011,04-06-11 12:44,CHEVRON PETROCHEMICAL PIPELINE LLC,EVANGELINE ETHYLENE PIPELINE SYSTEM,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,JENNINGS,JEFFERSON DAVIS,LA,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,5.23,500.0,0.0,5.23,NO,NO,YES,523867.0,35633.0,0.0,0.0,0.0,0.0,559500
61,61,20100035,2010,3/14/2010 10:04 PM,"MAGELLAN PIPELINE COMPANY, LP",MILFORD TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",MILFORD,DICKINSON,IA,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,115.0,0.0,45.0,70.0,NO,NO,YES,50.0,9000.0,2500.0,340000.0,160000.0,0.0,511550
1279,1279,20130250,2013,6/17/2013 10:30 AM,WEST TEXAS GULF PIPELINE CO,ABILENE STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,ABILENE,TAYLOR,TX,INCORRECT OPERATION,INCORRECT INSTALLATION,0.48,,0.48,0.0,NO,NO,,1000.0,0.0,0.0,38716.0,800.0,0.0,40516
1383,1383,20130349,2013,9/29/2013 11:40 AM,"CCPS TRANSPORTATION, LLC",55/HU,ONSHORE,ABOVEGROUND,CRUDE OIL,,HUMBOLDT,ALLEN,KS,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.12,,0.12,0.0,NO,NO,NO,30000.0,0.0,0.0,15000.0,15000.0,0.0,60000
1265,1265,20130237,2013,06-03-13 12:24,CITGO PRODUCTS PIPELINE CO,CASA PIPELINE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",VICTORIA,VICTORIA,TX,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",200.0,,42.0,158.0,NO,NO,YES,82000.0,20000.0,17000.0,20000.0,409500.0,6000.0,554500
1580,1580,20140121,2014,3/16/2014 5:20 PM,PHILLIPS 66 PIPELINE LLC,HARPER LINE,ONSHORE,UNDERGROUND,CRUDE OIL,,ODESSA,ECTOR,TX,CORROSION,EXTERNAL,1.55,,1.55,0.0,NO,NO,YES,2300.0,150.0,0.0,0.0,2500.0,0.0,4950
563,563,20110337,2011,08-12-11 9:15,ENTERPRISE CRUDE PIPELINE LLC,TEXAS CITY TANK FARM,ONSHORE,UNDERGROUND,CRUDE OIL,,TEXAS CITY,GALVESTON,TX,CORROSION,INTERNAL,5.0,0.0,2.0,3.0,NO,NO,NO,25000.0,400.0,0.0,0.0,15000.0,0.0,40400
2004,2004,20150121,2015,03-04-15 21:00,"PLAINS PIPELINE, L.P.",SAN JOAQUIN VALLEY GATHERING,ONSHORE,UNDERGROUND,CRUDE OIL,,MCKITTRICK,KERN,CA,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",100.0,,90.0,10.0,NO,NO,YES,80005.0,500.0,0.0,144888.0,7263.0,10000.0,242656
1190,1190,20130145,2013,04-05-13 13:10,"BUCKEYE PARTNERS, LP",,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",WAKEMAN STATION,HURON,OH,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.24,,0.24,0.0,NO,NO,,300.0,0.0,0.0,0.0,0.0,0.0,300
857,857,20120178,2012,06-04-12 7:40,JAYHAWK PIPELINE LLC,ELDORADO STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,EL DORADO,BUTLER,KS,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,26.0,0.0,16.0,10.0,NO,NO,NO,1000.0,1000.0,0.0,5000.0,2500.0,1000.0,10500
1764,1764,20140327,2014,8/18/2014 9:30 AM,"MAGELLAN TERMINALS HOLDINGS, LP","CORPUS CHRISTI, TERM NO 475",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,CORPUS CHRISTI,NUECES,TX,CORROSION,INTERNAL,0.36,,0.35,0.01,NO,NO,YES,20000.0,0.0,0.0,1000.0,0.0,0.0,21000
1633,1633,20140200,2014,4/23/2014 9:12 PM,ENTERPRISE CRUDE PIPELINE LLC,WILDFIRE 1 GASSO PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,ODESSA,MIDLAND,TX,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,100.0,,100.0,0.0,NO,NO,YES,100.0,10000.0,0.0,2000.0,25000.0,0.0,37100
524,524,20110255,2011,07-04-11 14:00,CONOCOPHILLIPS,CARSON RELIEF LINE,ONSHORE,UNDERGROUND,CRUDE OIL,,WICHITA FALLS,WICHITA,TX,CORROSION,INTERNAL,29.4,0.0,16.0,13.4,NO,NO,YES,10000.0,3000.0,0.0,40000.0,5000.0,0.0,58000
353,353,20110032,2011,01-04-11 11:55,BELLE FOURCHE PIPELINE CO,"DC - GUERNSEY 12""",ONSHORE,UNDERGROUND,CRUDE OIL,,,CONVERSE,WY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,30.0,,20.0,10.0,NO,NO,YES,0.0,1800.0,5000.0,1000.0,12000.0,0.0,19800
452,452,20110134,2011,04-10-11 16:45,BP WEST COAST PRODUCTS L.L.C.,LINE 82D,ONSHORE,UNDERGROUND,CRUDE OIL,,LONG BEACH,LOS ANGELES COUNTY,CA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.6,0.0,0.6,0.0,NO,NO,,1500.0,100.0,0.0,3000.0,0.0,0.0,4600
2064,2064,20150177,2015,4/20/2015 4:40 PM,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON SHIP CHANNEL,ONSHORE,ABOVEGROUND,CRUDE OIL,,HOUSTON,HARRIS,TX,INCORRECT OPERATION,INCORRECT VALVE POSITION,4.0,,4.0,0.0,NO,NO,YES,40500.0,200.0,0.0,0.0,0.0,0.0,40700
1157,1157,20130121,2013,03-07-13 15:00,MCCAIN PIPELINE COMPANY,MCCAIN PIPELINE COMPANY,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",MERIDIAN,LAUDERDALE,MS,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,190.76,,140.0,50.76,NO,NO,YES,45000.0,23000.0,0.0,900000.0,100000.0,50000.0,1118000
27,27,20100177,2010,1/21/2010 12:30 PM,PLANTATION PIPE LINE CO,FLUKER STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),GREENSBURG,ST. HELENA,LA,NATURAL FORCE DAMAGE,TEMPERATURE,6.76,,6.76,0.0,NO,NO,YES,85000.0,570.0,0.0,105000.0,10000.0,0.0,200570
2676,2676,20160325,2016,09-10-16 17:15,SUNOCO PIPELINE L.P.,PERMIAN EXPRESS II,ONSHORE,UNDERGROUND,CRUDE OIL,,SWEETWATER,NOLAN,TX,CORROSION,EXTERNAL,8600.0,,1560.0,7040.0,NO,NO,YES,513000.0,297440.0,0.0,750000.0,600000.0,0.0,2160440
147,147,20100132,2010,06-03-10 20:21,ONEOK NGL PIPELINE LP,STERLING 2 PIPELINE/HAMMETT BOOSTER ,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,MCCLOUD,LINCOLN,OK,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,11.0,68.0,0.0,11.0,NO,NO,YES,1500.0,199.0,0.0,155.0,0.0,0.0,1854
