Report Number,Accident Year,Accident Date/Time,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Public Evacuations,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
20160048,2016,02-08-16 19:40,ENTERPRISE PRODUCTS OPERATING LLC,BEAUMONT CRUDE TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,BEAUMONT,JEFFERSON,TX,INCORRECT OPERATION,INCORRECT INSTALLATION,1,NaN,1,0,NO,NO,YES,0,1500,30,0,0,8000,0,9530
20160068,2016,02-10-16 8:15,COLONIAL PIPELINE CO,REMINGTON STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),NaN,MIDLAND,FAUQUIER,VA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.5,NaN,1.5,0,NO,NO,NO,0,100,50,0,0,1000,0,1150
20160063,2016,02-10-16 13:25,ENTERPRISE PRODUCTS OPERATING LLC,LEBANON TERMINAL,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,LEBANON,WARREN,OH,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,69,NaN,69,0,NO,NO,YES,0,19000,2523,0,0,76229,0,97752
20160064,2016,02-11-16 8:30,ENTERPRISE PRODUCTS OPERATING LLC,BEAUMONT TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,BEAUMONT,JEFFERSON,TX,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0.1,NaN,0,0.1,NO,NO,YES,0,465816,5,0,0,5000,0,470821
20160069,2016,02-11-16 9:20,SUNOCO PIPELINE L.P.,"TRUSCOTT TO CHILDRESS 10""",ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,CHILDRESS,CHILDRESS,TX,CORROSION,EXTERNAL,20,NaN,5,15,NO,NO,YES,0,75000,341,0,30000,262899,0,368240
20160211,2016,02-11-16 19:55,"FRONTIER ENERGY SERVICES, L.L.C.",HOLLY STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,NaN,EDDY,NM,INCORRECT OPERATION,INCORRECT VALVE POSITION,100,NaN,40,60,NO,NO,NO,0,0,3000,0,105000,80000,0,188000
20160070,2016,02-12-16 8:00,"JP ENERGY PERMIAN, LLC",SILVER DOLLAR PIPELINE ,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,NaN,CROCKETT,TX,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,8,NaN,8,0,NO,NO,NO,0,0,300,0,5000,2000,0,7300
20160071,2016,02-12-16 13:29,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,AMMONIA WEST LEG ,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,NaN,NaN,HENRY,IA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.29,0,0,0.29,NO,NO,YES,0,4080,12,0,0,0,0,4092
20160072,2016,02-12-16 19:45,"ROADRUNNER PIPELINE, L.L.C.",ROADRUNNER RECEIVING STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,"NEAR SUNDOWN, TEXAS",HOCKLEY COUNTY,TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,34,NaN,20,14,NO,NO,YES,0,5000,900,0,1000,5000,0,11900
20160078,2016,2/14/2016 8:05 AM,ENBRIDGE STORAGE (CUSHING) L.L.C.,CUSHING CENTRAL TERMINAL,ONSHORE,TANK,CRUDE OIL,NaN,NaN,CUSHING,PAYNE,OK,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,152,NaN,152,0,NO,NO,NO,0,62000,5300,0,80000,40000,0,187300
20160077,2016,2/14/2016 9:00 AM,SUNOCO PIPELINE L.P.,CORSICANA STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,CORSICANA,NAVARRO,TX,CORROSION,INTERNAL,195,NaN,175,20,NO,NO,YES,0,5000,520,0,6500,35000,0,47020
20160073,2016,2/16/2016 6:45 AM,CONSOLIDATED EDISON CO OF NY,FUEL OIL PIPELINE #2,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,LONG ISLAND CITY,QUEENS,NY,CORROSION,EXTERNAL,249,NaN,249,0,NO,NO,YES,0,848137,18824,0,0,225000,0,1091961
20160076,2016,2/16/2016 12:05 PM,"GENESIS PIPELINE USA, L.P.",MARTINVILLE TO GWINVILLE JCT.,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,MAGEE,SIMPSON,MS,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,330,NaN,300,30,NO,NO,YES,0,19495,10560,0,1800000,0,0,1830055
20160067,2016,2/16/2016 2:30 PM,"MAGELLAN PIPELINE COMPANY, LP",SIOUX FALLS TERMINAL ,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,SIOUX FALLS,MINNEHAHA,SD,NATURAL FORCE DAMAGE,TEMPERATURE,31,NaN,31,0,NO,NO,NO,0,118000,1300,0,63820,0,20000,203120
20160080,2016,2/16/2016 5:35 PM,ROSE ROCK MIDSTREAM L.P.,"ARLINGTON JUNCTION TO CUNNINGHAM 12""",ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,NaN,KINGMAN,KS,CORROSION,INTERNAL,15,NaN,15,0,NO,NO,YES,0,8000,250,0,2500,12000,0,22750
20160065,2016,2/17/2016 10:30 AM,MARATHON PIPE LINE LLC,MARTINSVILLE - LIMA 22 INCH CRUDE ,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,ROSEDALE,PARKE,IN,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.5,NaN,0.5,0,NO,NO,YES,0,9000,9,0,1500,0,0,10509
20160082,2016,2/17/2016 11:35 PM,"PLAINS MARKETING, L.P.",CUSHING TERMINAL,ONSHORE,TANK,CRUDE OIL,NaN,NaN,CUSHING,LINCOLN,OK,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0,NaN,0,0,NO,NO,NO,0,140000,0,0,0,0,0,140000
20160079,2016,2/18/2016 7:45 PM,ENTERPRISE PRODUCTS OPERATING LLC,YSCLOSKEY PIPELINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,Y-GRADE,BELLE CHASE,PLAQUEMINES,LA,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.1,0,0,0.1,YES,NO,NO,0,0,1,0,0,0,0,1
20160083,2016,2/19/2016 9:00 AM,"KINDER MORGAN LIQUID TERMINALS, LLC",CANJ 1201,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,CARTERET,MIDDLESEX,NJ,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.8,NaN,0.8,0,NO,NO,YES,0,1000,0,0,0,5000,0,6000
20160084,2016,2/20/2016 1:00 PM,"BUCKEYE PARTNERS, LP",LINDEN STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),NaN,LINDEN,UNION,NJ,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.6,NaN,0.6,0,NO,NO,NO,0,5000,0,0,3600,2000,0,10600
20160075,2016,2/22/2016 7:30 AM,ENTERPRISE CRUDE PIPELINE LLC,CUSHING EAST TERMINAL,ONSHORE,TANK,CRUDE OIL,NaN,NaN,CUSHING,LINCOLN,OK,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.2,NaN,0.2,0,NO,NO,NO,0,10500,15,0,0,0,0,10515
20160086,2016,2/22/2016 11:00 AM,ENTERPRISE CRUDE PIPELINE LLC,C158,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,HEALDTON,CARTER,OK,CORROSION,EXTERNAL,0.2,NaN,0.2,0,NO,NO,NO,0,20000,0,0,1500,1500,0,23000
20160087,2016,2/22/2016 12:25 PM,IMTT-BAYONNE,IMTT-BAYONNE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,BAYONNE,HUDSON,NJ,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",359,NaN,300,59,NO,NO,NO,0,112565,14903,2000000,10000,500000,0,2637468
20160089,2016,2/22/2016 4:00 PM,KINDER MORGAN CO2 CO. LP,YELLOW JACKET VALVE,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),NaN,NaN,CORTEZ,MONTEZUMA,CO,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,223,3533,0,223,NO,NO,YES,0,130,9345,0,0,0,0,9475
20160085,2016,2/23/2016 1:15 AM,"BUCKEYE PARTNERS, LP",PY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,PAULSBORO,GLOUCESTER,NJ,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,4.76,NaN,4.12,0.64,NO,NO,YES,0,65800,180,0,76000,88943,0,230923
20160090,2016,2/23/2016 8:58 PM,"OHIO RIVER VALLEY PIPELINE, LLC",OHIO RIVER VALLEY SYSTEM,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,NaN,HOLMES COUNTY,OH,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,150,NaN,125,25,NO,NO,YES,0,600,4500,100,1125861,0,0,1131061
20160088,2016,2/24/2016 3:58 AM,DIXIE PIPELINE COMPANY LLC,MONT BELVIEU TO APEX (MAINLINE),ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),NaN,SULPHUR,CALCASIEU,LA,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,4950,0,0,4950,YES,YES,YES,1,500000,81860,2000,5000,5000,0,593860
20160118,2016,2/24/2016 10:00 AM,IMTT-BAYONNE,IMTT,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,BAYONNE,HUDSON,NJ,CORROSION,INTERNAL,0,NaN,0,0,NO,NO,NO,0,0,0,0,4000,0,100000,104000
20160119,2016,2/24/2016 10:00 AM,IMTT-BAYONNE,IMTT,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,BAYONNE,HUDSON,NJ,CORROSION,INTERNAL,0,NaN,0,0,NO,NO,NO,0,0,0,0,4000,0,100000,104000
20160081,2016,2/24/2016 2:10 PM,ROSE ROCK MIDSTREAM L.P.,"ARLINGTON JUNCTION TO CUNNINGHAM 12""",ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,NaN,KINGMAN,KS,CORROSION,INTERNAL,238,NaN,238,0,NO,NO,YES,0,16420,2460,0,2500,12000,0,33380
20160093,2016,2/26/2016 6:50 PM,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,AMMONIA WEST LEG,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,NaN,NaN,WASHINGTON,IA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.27,0,0,0.27,NO,NO,NO,0,2500,11,0,500,2000,0,5011
20160094,2016,2/28/2016 4:33 PM,TESORO SOCAL PIPELINE COMPANY LLC,T2,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),NaN,LONG BEACH,LOS ANGELES,CA,INCORRECT OPERATION,INCORRECT VALVE POSITION,30,NaN,30,0,NO,NO,NO,0,500,1200,0,5000,0,0,6700
20160095,2016,2/29/2016 2:00 PM,COLONIAL PIPELINE CO,LINE 01,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),NaN,UNINCORPORATED GWINNETT COUNTY,GWINNETT,GA,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",13.71,NaN,13.71,0,NO,NO,YES,0,50000,353,25000,275000,497000,0,847353
20160074,2016,2/29/2016 8:15 PM,ENTERPRISE PRODUCTS OPERATING LLC,BEAUMONT TERMINAL,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,ETHANE,BEAUMONT,JEFFERSON,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.2,5,0,0.2,NO,NO,NO,0,500,2,0,0,0,0,502
20160097,2016,03-03-16 9:15,SUNOCO PIPELINE L.P.,CENTER TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,CENTER,SHELBY,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.24,NaN,0,0.24,NO,NO,YES,0,5000,30,0,1000,1200,0,7230
20160101,2016,03-05-16 10:20,"BUCKEYE PARTNERS, LP",GUTHSVILLE JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,ALLENTOWN,LEHIGH,PA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.23,NaN,0.23,0,NO,NO,NO,0,1000,0,0,3000,12800,0,16800
20160092,2016,03-06-16 4:45,ENTERPRISE PRODUCTS OPERATING LLC,MONT BELVIEU TO CARTHAGE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),NaN,CARTHAGE,PANOLA,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.2,0,0,0.2,NO,NO,YES,0,50,25,0,0,0,0,75
20160102,2016,03-07-16 13:15,"ONEOK NGL PIPELINE, LLC",ONEOK WEST WINFREE STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),NaN,MT. BELVIEU,CHAMBERS,TX,INCORRECT OPERATION,INCORRECT INSTALLATION,4.8,0,0,4.8,NO,NO,YES,0,25,200,0,0,0,0,225
20160105,2016,03-08-16 22:26,"SHELL PIPELINE CO., L.P.",CARNERAS TANK FARM,ONSHORE,TANK,CRUDE OIL,NaN,NaN,NaN,KERN,CA,CORROSION,EXTERNAL,0.14,NaN,0.14,0,NO,NO,NO,0,990000,0,0,9000,1000,0,1000000
20160107,2016,03-09-16 9:15,KINDER MORGAN WINK PIPELINE LLC ,MASON STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,ORLA,REEVES,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.24,NaN,0.24,0,NO,NO,YES,0,0,9,0,0,0,0,9
20160108,2016,03-10-16 17:25,"BUCKEYE PARTNERS, LP",NL602LY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,BROOKLYN,BROOKLYN,NY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,2,NaN,0,2,NO,NO,YES,0,0,119,0,60788,0,0,60907
20160106,2016,03-10-16 20:22,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,AMMONIA WEST LEG,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,NaN,NaN,WASHINGTON,IA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.74,0,0,1.74,NO,NO,NO,0,4500,75,0,200,500,0,5275
20160103,2016,03-11-16 8:30,ENBRIDGE STORAGE (CUSHING) L.L.C.,CUSHING NORTH TERMINAL,ONSHORE,TANK,CRUDE OIL,NaN,NaN,CUSHING,PAYNE,OK,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.48,NaN,0.48,0,NO,NO,NO,0,500,20,0,10400,1080,0,12000
20160109,2016,03-11-16 14:30,CITGO PRODUCTS PIPELINE CO,LAKEMONT PIPELINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,LIQUID PROPANE/PROPYLENE MIX / C3 MIX,NaN,LIBERTY COUNTY,TX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.37,0,0,0.37,NO,NO,NO,0,0,0,0,0,0,200000,200000
20160110,2016,03-12-16 14:00,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",CLEARBROOK TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,CLEARBROOK,CLEARWATER,MN,CORROSION,INTERNAL,0.21,NaN,0.21,0,NO,NO,NO,0,43184,0,0,3344,0,0,46528
20160111,2016,3/14/2016 12:00 PM,BP PIPELINE (NORTH AMERICA) INC.,MANHATTAN TANK FARM,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,MANHATTAN,WILL,IL,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.23,NaN,0.23,0,NO,NO,NO,0,12000,10,0,500,1200,0,13710
20160104,2016,3/16/2016 1:44 AM,ENTERPRISE PRODUCTS OPERATING LLC,MONT BELVIEU TO MORGANS POINT LINE #1,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),NaN,BAYTOWN,HARRIS,TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,8.3,0,0,8.3,NO,NO,NO,0,400,350,0,0,0,0,750
20160096,2016,3/17/2016 8:17 AM,COLONIAL PIPELINE CO,EPES STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,EPES,SUMTER,AL,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.5,NaN,1.5,0,NO,NO,NO,0,2250,68,0,65000,0,0,67318
20160116,2016,3/18/2016 10:50 AM,"SUMMIT MIDSTREAM PARTNERS, LLC",STAMPEDE LATERAL,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,NaN,DIVIDE,ND,OTHER OUTSIDE FORCE DAMAGE,INTENTIONAL DAMAGE,150,NaN,150,0,NO,NO,YES,0,50,6000,0,0,514000,0,520050
20160114,2016,3/20/2016 9:17 PM,PHILLIPS 66 PIPELINE LLC,WT-10 / PEP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,NaN,HOCKLEY,TX,INCORRECT OPERATION,INCORRECT INSTALLATION,1.34,NaN,1.34,0,NO,NO,NO,0,8000,50,0,150,11200,0,19400
20160117,2016,3/21/2016 10:00 AM,"PLAINS PIPELINE, L.P.",FT LARAMIE,ONSHORE,TANK,CRUDE OIL,NaN,NaN,FORT LARAMIE,GOSHEN,WY,CORROSION,INTERNAL,0.64,NaN,0.64,0,NO,NO,YES,0,11000,20,0,7000,5000,0,23020
20160115,2016,3/21/2016 7:20 PM,"MAGELLAN PIPELINE COMPANY, LP","ALEXANDRIA-GRAND FORKS #1-6"" PIPELINE",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,HARWOOD,CASS,ND,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,20,NaN,20,0,NO,NO,YES,2,15000,1200,0,585468,0,52641,654309
20160112,2016,3/22/2016 6:40 AM,MARATHON PIPE LINE LLC,LIBERTY STATION ,ONSHORE,TANK,CRUDE OIL,NaN,NaN,LIBERTY,AMITE COUNTY ,MS,ALL OTHER CAUSES,UNKNOWN,0.1,NaN,0.1,0,NO,NO,YES,0,0,0,0,0,0,0,0
20160113,2016,3/23/2016 10:30 AM,"SFPP, LP",CONCORD STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,CONCORD,CONTRA COSTA,CA,CORROSION,INTERNAL,2.19,NaN,2.19,0,NO,NO,NO,0,300,196,0,25000,0,0,25496
20160120,2016,3/23/2016 11:30 AM,ENTERPRISE PRODUCTS OPERATING LLC,BEAUMONT CRUDE TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,BEAUMONT,JEFFERSON COUNTY,TX,INCORRECT OPERATION,INCORRECT EQUIPMENT,10,NaN,10,0,NO,NO,YES,0,0,400,0,0,33000,0,33400
20160123,2016,3/23/2016 7:39 PM,"MARKWEST LIBERTY MIDSTREAM & RESOURCES, LLC",MAJORSVILLE TO HOUSTON,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,ETHANE,HOUSTON,WASHINGTON,PA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,29,28,0,29,NO,NO,YES,0,9000,1219,0,0,0,20000,30219
20160124,2016,3/27/2016 8:50 AM,"CHAPARRAL ENERGY, LLC",TEXOK CO2 PIPELINE,ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),NaN,NaN,NaN,OCHILTREE COUNTY,TX,CORROSION,EXTERNAL,83,866,0,83,NO,NO,YES,0,15000,1500,1000,0,0,0,17500
20160127,2016,3/28/2016 8:00 AM,"PLAINS PIPELINE, L.P.",FT LARAMIE,ONSHORE,TANK,CRUDE OIL,NaN,NaN,FORT LARAMIE,GOSHEN,WY,CORROSION,INTERNAL,61,NaN,61,0,NO,NO,YES,0,20000,2200,0,7000,40000,0,69200
20160126,2016,3/28/2016 2:50 PM,"MAGELLAN PIPELINE COMPANY, LP",SIOUX CITY TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,SIOUX CITY,WOODBURY,IA,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,10,NaN,0.07,9.93,NO,NO,NO,0,40000,900,0,7000,29000,10000,86900
20160128,2016,3/29/2016 8:30 AM,ENBRIDGE STORAGE (CUSHING) L.L.C.,CUSHING NORTH TERMINAL ,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,CUSHING,PAYNE,OK,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,2.6,NaN,2.6,0,NO,NO,NO,0,500,105,0,5000,4400,0,10005
20160134,2016,3/31/2016 5:00 AM,BUTTE PIPELINE CO,BUTTE PIPELINE,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,NaN,PLATTE,WY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,6,NaN,5,1,NO,NO,NO,0,5000,120,2000,500,1000,0,8620
20160122,2016,3/31/2016 3:08 PM,DOUBLE EAGLE PIPELINE LLC,GARDENDALE PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,CRUDE CONDENSATE,COTULLA,LA SALLE,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.9,NaN,0.9,0,NO,NO,NO,0,3557,0,0,915,0,0,4472
20160130,2016,3/31/2016 6:55 PM,EXPLORER PIPELINE CO,CONROE PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,CONROE,MONTGOMERY,TX,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,960,NaN,534,426,NO,NO,YES,0,1000,16000,0,277168,1708000,0,2002168
20160135,2016,04-02-16 12:32,TC OIL PIPELINE OPERATIONS INC,KEYSTONE PIPELINE,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,NaN,HUTCHINSON,SD,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",400,NaN,400,0,NO,NO,YES,0,1446227,11620,732618,1608352,5269522,0,9068339
20160137,2016,04-04-16 14:03,JAYHAWK PIPELINE LLC,VICTORIA SPUR,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,NaN,ELLIS,KS,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,65.3,NaN,0,65.3,NO,NO,YES,0,3000,1920,1000,6900,15000,12346,40166
20160121,2016,04-04-16 15:30,"KINDER MORGAN LIQUID TERMINALS, LLC",KINDER MORGAN PERTH AMBOY TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,PERTH AMBOY,MIDDLESEX,NJ,CORROSION,EXTERNAL,0.24,NaN,0.24,0,NO,NO,NO,0,5000,0,0,0,30000,0,35000
20160139,2016,04-06-16 9:35,KINDER MORGAN WINK PIPELINE LLC ,WINK STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,WINK,WINKLER,TX,CORROSION,INTERNAL,4,NaN,4,0,NO,NO,YES,0,10000,160,0,0,13000,0,23160
